Axis1,Axis2,Axis3,label_name
0.371,-0.262,1.39,Walk
0.191,-0.504,1.63,Walk
-0.047,-0.215,1.47,Walk
-0.117,0.016,1.35,Walk
-0.051,-0.047,1.13,Walk
0.195,-0.242,0.801,Walk
0.531,-0.473,0.32,Walk
0.184,0.031,0.258,Walk
-0.098,0.188,1.23,Walk
-0.219,-0.02,1.38,Walk
0.012,-0.523,1.74,Walk
0.293,-0.324,1.61,Walk
0.359,-0.105,1.35,Walk
0.313,-0.172,1.07,Walk
0.145,-0.23,0.789,Walk
-0.082,-0.246,0.52,Walk
0.102,0.02,0.785,Walk
0.316,0.051,1.34,Walk
0.414,-0.18,1.61,Walk
0.012,-0.137,1.65,Walk
-0.289,-0.09,1.37,Walk
-0.297,-0.285,1.04,Walk
-0.105,-0.223,0.613,Walk
0.277,-0.465,0.047,Walk
0.141,0.117,0.156,Walk
0.059,0.262,1.53,Walk
0.141,0.113,1.71,Walk
0.375,-0.363,1.9,Walk
0.457,-0.34,1.56,Walk
0.336,-0.285,1.26,Walk
0.125,-0.156,0.957,Walk
-0.063,-0.266,0.406,Walk
0.09,0.063,0.457,Walk
0.254,0.223,1.44,Walk
0.406,-0.078,1.68,Walk
0.207,-0.309,1.84,Walk
-0.078,-0.332,1.62,Walk
-0.188,-0.234,1.18,Walk
0.004,-0.195,0.348,Walk
-0.121,-0.305,-0.465,Walk
0.051,0.109,0.004,Walk
0.316,0.277,3.81,Walk
0.559,-0.172,1.73,Walk
0.688,-0.676,1.68,Walk
0.367,-0.582,0.973,Walk
0.211,-0.598,0.121,Walk
0.129,-0.059,-0.266,Walk
0.172,0.355,0.328,Walk
0.328,0.406,2.77,Walk
0.398,-0.184,1.81,Walk
-0.117,-0.184,1.93,Walk
-0.445,-0.266,1.32,Walk
-0.301,-0.535,0.813,Walk
0.16,-0.789,0.371,Walk
0.09,-0.063,0.465,Walk
0.016,0.09,1.14,Walk
-0.008,0.262,1.89,Walk
0.199,0.023,1.91,Walk
0.469,-0.27,1.52,Walk
0.605,-0.441,1.07,Walk
0.148,-0.332,0.758,Walk
-0.141,-0.621,-0.016,Walk
0.105,0.02,-0.059,Walk
0.34,0.211,1.05,Walk
0.547,0.176,1.66,Walk
0.398,-0.129,1.7,Walk
-0.086,-0.242,1.77,Walk
-0.453,-0.543,1.22,Walk
-0.164,-0.758,0.879,Walk
0.043,-0.59,0.527,Walk
0.039,-0.012,0.883,Walk
0.004,0.152,1.21,Walk
0.008,0.242,1.73,Walk
0.266,0.082,1.62,Walk
0.559,-0.156,1.28,Walk
0.496,-0.199,0.969,Walk
0.18,-0.418,0.531,Walk
-0.02,-0.516,-0.012,Walk
0.133,-0.059,0.434,Walk
0.211,0.188,2.23,Walk
0.305,-0.09,1.9,Walk
-0.098,-0.129,1.69,Walk
-0.375,-0.41,1.06,Walk
-0.063,-0.5,0.555,Walk
0.211,-0.457,0.102,Walk
0.043,0.105,0.336,Walk
-0.102,0.223,2.23,Walk
-0.027,0.168,1.48,Walk
0.18,-0.102,1.78,Walk
0.512,-0.434,1.41,Walk
0.473,-0.465,1.05,Walk
0.273,-0.387,0.715,Walk
0.074,-0.367,0.281,Walk
0.113,-0.008,0.305,Walk
0.254,0.371,2.57,Walk
0.406,0.02,1.6,Walk
0.031,-0.141,1.88,Walk
-0.398,-0.387,1.2,Walk
-0.234,-0.691,0.809,Walk
0.242,-0.684,0.32,Walk
0.211,-0.059,0.137,Walk
0.113,0.109,0.258,Walk
0.004,0.426,2.91,Walk
0.07,0.137,1.24,Walk
0.297,-0.172,2,Walk
0.703,-0.789,1.24,Walk
0.406,-0.68,1.01,Walk
0.258,-0.41,0.746,Walk
0.207,-0.063,0.824,Walk
0.188,0.113,1.09,Walk
0.301,0.184,1.49,Walk
0.191,0.152,1.61,Walk
-0.094,0.027,1.49,Walk
-0.324,-0.195,1.15,Walk
-0.164,-0.691,0.91,Walk
0.289,-0.953,0.477,Walk
0.156,-0.066,0.301,Walk
0.043,0.07,1.6,Walk
-0.043,0.391,1.42,Walk
0.008,0.215,1.65,Walk
0.359,-0.105,1.51,Walk
0.621,-0.309,1.15,Walk
0.508,-0.434,0.961,Walk
0.27,-0.496,0.855,Walk
0.203,-0.367,0.695,Walk
0.125,-0.105,0.586,Walk
0.258,0.168,1.68,Walk
0.367,0.176,1.3,Walk
0.18,0.023,1.78,Walk
-0.176,-0.324,1.51,Walk
-0.305,-0.805,1.15,Walk
0.039,-0.73,0.949,Walk
0.152,-0.324,0.512,Walk
0.203,-0.02,0.152,Walk
0.109,0.109,0.156,Walk
-0.039,0.277,2.56,Walk
-0.016,0.148,1.37,Walk
0.227,-0.238,1.72,Walk
0.73,-0.957,1.4,Walk
0.512,-0.504,1.11,Walk
0.277,-0.262,0.879,Walk
0.191,-0.18,0.766,Walk
0.113,0.039,1.32,Walk
0.203,-0.02,0.906,Walk
0.359,-0.074,1.53,Walk
0.371,-0.039,1.58,Walk
0.117,-0.039,1.44,Walk
-0.113,-0.246,1.09,Walk
-0.113,-0.359,0.945,Walk
0.172,-0.281,0.434,Walk
0.41,-0.469,-0.016,Walk
0.195,0.039,0.402,Walk
0.172,0.113,2.08,Walk
0.004,-0.215,1.52,Walk
0.211,-0.242,1.61,Walk
0.441,-0.211,1.36,Walk
0.41,-0.324,1.06,Walk
0.246,-0.242,0.852,Walk
0.219,-0.344,0.461,Walk
0.078,0.109,0.555,Walk
0.281,0.207,1.09,Walk
0.375,0.055,1.28,Walk
0.152,-0.246,1.8,Walk
-0.168,-0.313,1.55,Walk
-0.121,-0.195,1.24,Walk
0.105,-0.211,1.15,Walk
0.258,-0.188,0.906,Walk
0.281,-0.117,0.691,Walk
0.305,-0.016,0.82,Walk
0.082,0.027,0.984,Walk
-0.059,-0.078,0.98,Walk
0.164,-0.195,1.72,Walk
0.355,-0.27,1.53,Walk
0.406,-0.121,1.39,Walk
0.336,-0.066,1.21,Walk
0.18,-0.066,1.03,Walk
0.059,-0.25,0.605,Walk
-0.098,-0.156,0.297,Walk
0.246,0.051,0.691,Walk
0.566,0.137,1.69,Walk
0.32,-0.078,1.27,Walk
0.078,-0.27,1.86,Walk
-0.141,-0.156,1.43,Walk
-0.086,-0.148,1.23,Walk
0.07,-0.203,1.21,Walk
0.254,-0.141,0.727,Walk
0.305,-0.254,0.133,Walk
0.16,0.047,0.262,Walk
0.141,0.125,1.19,Walk
0.141,0.141,1.96,Walk
0.219,-0.262,1.76,Walk
0.332,-0.207,1.61,Walk
0.289,-0.176,1.23,Walk
0.219,-0.168,1.08,Walk
0.199,-0.23,0.668,Walk
0.063,-0.008,0.328,Walk
0.277,0.238,1.01,Walk
0.328,0.18,1.41,Walk
0.293,-0.082,1.74,Walk
0.051,-0.086,1.52,Walk
-0.07,-0.008,1.36,Walk
-0.078,-0.09,1.19,Walk
0.07,-0.223,1.08,Walk
0.227,-0.191,0.48,Walk
0.156,-0.262,-0.004,Walk
0.129,0.082,0.711,Walk
0.215,0.215,2.05,Walk
0.227,-0.051,1.66,Walk
0.359,-0.195,1.57,Walk
0.313,-0.211,1.32,Walk
0.219,-0.301,1.24,Walk
0.086,-0.184,0.926,Walk
0.035,-0.223,0.266,Walk
0.176,-0.063,-0.113,Walk
0.328,0.102,0.516,Walk
0.629,0.203,2.43,Walk
0.359,-0.273,1.85,Walk
-0.18,-0.301,1.75,Walk
-0.352,-0.438,1.18,Walk
-0.188,-0.391,0.938,Walk
0.09,-0.27,0.441,Walk
0.309,-0.133,0.207,Walk
0.277,0.059,1.64,Walk
0.125,0.055,1.54,Walk
0.004,-0.285,1.71,Walk
0.168,-0.578,1.45,Walk
0.242,-0.379,1.21,Walk
0.207,0.082,0.672,Walk
0.316,-0.238,-0.051,Walk
0.238,-0.109,-0.328,Walk
0.094,0.16,0.844,Walk
0.254,0.043,2.06,Walk
0.055,-0.316,1.98,Walk
-0.402,-0.25,1.59,Walk
-0.359,-0.426,1.07,Walk
-0.102,-0.363,0.664,Walk
0.156,-0.379,0.188,Walk
0.086,0.047,0.742,Walk
0.113,0.203,2.02,Walk
0.172,0.051,1.68,Walk
0.363,-0.32,1.68,Walk
0.434,-0.43,1.34,Walk
0.184,-0.215,0.973,Walk
0.027,-0.176,0.309,Walk
0.188,-0.301,-0.227,Walk
0.18,0.094,0.086,Walk
0.281,0.484,3.62,Walk
0.344,-0.082,1.43,Walk
-0.02,-0.305,1.9,Walk
-0.398,-0.395,1.12,Walk
-0.258,-0.438,0.855,Walk
0.129,-0.555,0.527,Walk
0.18,-0.105,0.727,Walk
0.164,0.16,1.77,Walk
0.109,0.148,1.67,Walk
0.16,-0.023,1.63,Walk
0.289,-0.191,1.2,Walk
0.207,-0.102,0.797,Walk
0.137,-0.441,0.094,Walk
0.207,-0.262,-0.195,Walk
0.148,-0.035,0.957,Walk
0.219,0.113,1.85,Walk
0.008,-0.227,1.94,Walk
-0.469,-0.223,1.44,Walk
-0.586,-0.363,0.98,Walk
-0.191,-0.473,0.344,Walk
0.09,-0.188,0.078,Walk
0.02,0.086,2.17,Walk
0.094,0.289,1.58,Walk
0.262,0.063,1.61,Walk
0.215,-0.145,1.39,Walk
0.262,-0.355,1.08,Walk
0.121,-0.395,0.738,Walk
0.047,-0.613,0.211,Walk
0.188,-0.094,0.16,Walk
0.328,0.25,1.78,Walk
0.344,0.145,1.38,Walk
0.035,0.215,1.67,Walk
-0.473,0.102,1.52,Walk
-0.629,-0.125,1.18,Walk
-0.406,-0.227,0.832,Walk
0.105,-0.301,0.871,Walk
0.035,0.121,0.988,Walk
0.164,0.262,1.14,Walk
0.047,0.121,1.81,Walk
-0.398,-0.109,1.84,Walk
-0.691,-0.313,1.39,Walk
-0.41,-0.176,1.27,Walk
-0.168,-0.07,1.22,Walk
0.102,-0.023,1.1,Walk
0.367,0.109,0.922,Walk
0.379,0.129,0.523,Walk
0.457,-0.023,0.008,Walk
0.262,0.039,0.18,Walk
0.133,0.441,3.61,Walk
-0.242,-0.031,1.48,Walk
-0.609,-0.211,1.57,Walk
-0.473,-0.621,1.46,Walk
-0.168,-0.449,1.14,Walk
0.488,-0.387,0.254,Walk
0.305,-0.02,0.48,Walk
0.113,0.32,3,Walk
-0.289,0.254,1.76,Walk
-0.578,0.391,1.61,Walk
-0.137,0.27,1.2,Walk
0.078,0.02,1.16,Walk
0.188,0.094,1.97,Walk
0.121,-0.055,0.5,Walk
0.219,-0.031,0.953,Walk
0.434,0.02,1.11,Walk
0.082,0.238,1.33,Walk
-0.293,0.313,1.17,Walk
-0.352,-0.016,0.793,Walk
0.055,-0.199,1.77,Walk
0.57,-0.336,1.03,Walk
0.613,-0.051,1,Walk
0.57,0.176,1.45,Walk
0.406,0.141,1.15,Walk
0.273,0.113,0.875,Walk
0.172,0.094,1.05,Walk
0.133,0.066,1.21,Walk
0.262,-0.113,1.12,Walk
0.445,-0.645,1.07,Walk
0.461,-0.688,0.867,Walk
0.469,-0.25,1.23,Walk
0.316,0.176,1.28,Walk
0.281,0.125,0.934,Walk
0.301,0.246,1.08,Walk
0.25,0.383,1.01,Walk
0.219,0.449,1.39,Walk
0.262,0.227,1.5,Walk
0.227,0.027,1.22,Walk
0.211,-0.094,0.992,Walk
0.379,-0.465,1.71,Walk
0.453,-0.523,1.39,Walk
0.449,-0.223,1.17,Walk
0.289,0.051,1.11,Walk
0.156,0.195,0.992,Walk
0.07,0.258,1.55,Walk
-0.066,0.402,1.23,Walk
-0.016,0.395,0.828,Walk
0.199,0.168,0.82,Walk
0.379,-0.047,1.07,Walk
0.527,-0.352,1.54,Walk
0.273,-0.875,1.05,Walk
0.281,-0.473,1.75,Walk
0.27,-0.406,1.5,Walk
0.207,-0.188,0.93,Walk
0.246,-0.105,0.871,Walk
0.148,0.074,1.17,Walk
0.039,0.141,1.08,Walk
-0.063,0.102,0.973,Walk
-0.125,-0.004,0.98,Walk
-0.043,-0.223,0.98,Walk
0.148,-0.492,1.02,Walk
0.27,-0.539,0.801,Walk
0.219,-0.281,0.902,Walk
0.09,-0.176,1.19,Walk
-0.012,-0.18,0.945,Walk
0,-0.043,0.715,Walk
0.156,0.117,1.66,Walk
0.367,0.129,1.4,Walk
0.602,0.047,1.51,Walk
0.512,-0.078,1.25,Walk
0.301,-0.227,1.18,Walk
0.055,-0.449,0.945,Walk
-0.133,-0.23,0.801,Walk
0.07,0.016,0.895,Walk
0.34,0.109,1.17,Walk
0.465,0.047,1.16,Walk
0.406,-0.004,1.5,Walk
0.098,0.105,1.41,Walk
-0.074,0.129,1.2,Walk
-0.082,0.039,1,Walk
0.031,-0.246,0.762,Walk
0.324,-0.289,0.895,Walk
0.195,0.105,1.42,Walk
0.063,0.117,0.836,Walk
0.121,0.102,1.28,Walk
0.309,0.004,1.3,Walk
0.422,-0.117,1.21,Walk
0.379,-0.066,1.14,Walk
0.293,0.082,1.14,Walk
0.188,0.145,1.06,Walk
0.082,0.156,0.91,Walk
0.063,0.059,0.961,Walk
0.137,0.168,1.41,Walk
0.324,0.02,1.04,Walk
0.266,-0.059,0.957,Walk
0.141,0.047,1.52,Walk
0.004,0.027,1.28,Walk
0.023,-0.051,1.22,Walk
0.148,-0.027,1.22,Walk
0.234,0.051,1.16,Walk
0.313,0.117,1.05,Walk
0.371,0.059,0.832,Walk
0.266,-0.023,0.895,Walk
0.129,-0.07,0.855,Walk
-0.066,0.016,1.28,Walk
-0.059,-0.082,0.895,Walk
0.047,-0.055,1.52,Walk
0.176,-0.039,1.36,Walk
0.258,0.098,1.33,Walk
0.25,0.145,1.14,Walk
0.188,0.152,1.02,Walk
0.113,0.023,0.84,Walk
0.027,-0.145,0.953,Walk
0.156,0.094,1.47,Walk
0.359,-0.02,0.934,Walk
0.258,0.012,0.957,Walk
0.117,0.102,1.48,Walk
-0.039,0.047,1.28,Walk
-0.098,0.066,1.3,Walk
0.016,0.082,1.17,Walk
0.098,0.117,1.16,Walk
0.121,0.141,1.02,Walk
0.148,0.098,1.07,Walk
0.25,0.098,1.3,Walk
0.133,0.09,0.875,Walk
0.141,0.09,1,Walk
0.266,0.086,1.26,Walk
0.352,0.035,1.21,Walk
0.313,-0.008,1.2,Walk
0.207,0.016,1.22,Walk
0.113,0.078,1.2,Walk
0.008,0.164,1.18,Walk
-0.094,0.156,0.969,Walk
-0.023,0.027,0.766,Walk
0.102,0.004,0.914,Walk
0.258,0.055,1.36,Walk
0.363,-0.039,0.875,Walk
0.281,0.004,1.22,Walk
0.094,0.031,1.4,Walk
-0.063,0.02,1.32,Walk
-0.105,0.043,1.18,Walk
-0.035,0.102,1.16,Walk
0.051,0.102,0.977,Walk
0.137,0.094,0.934,Walk
0.203,0.117,1.28,Walk
0.094,0.102,0.988,Walk
0.121,0.09,1.04,Walk
0.258,0.109,1.37,Walk
0.352,0.055,1.22,Walk
0.281,0.02,1.31,Walk
0.145,0.066,1.21,Walk
0.023,0.125,1.16,Walk
-0.012,0.156,0.98,Walk
-0.078,0.074,0.863,Walk
0.051,0.152,1.15,Walk
0.172,0.168,1.07,Walk
0.254,0.074,0.883,Walk
0.297,0.145,1.46,Walk
0.289,-0.012,1.3,Walk
0.23,-0.086,1.3,Walk
0.152,0.02,1.2,Walk
0.105,0.09,1.09,Walk
0.07,0.129,0.891,Walk
0.09,0.117,0.848,Walk
0.176,0.113,1.09,Walk
0.027,0.141,1.11,Walk
0.035,0.004,1.1,Walk
0.25,-0.059,1.36,Walk
0.305,0.129,1.18,Walk
0.348,0.102,1.12,Walk
0.332,-0.016,1.12,Walk
0.242,-0.039,1.11,Walk
0.16,0.047,1.18,Walk
0.129,0.172,1.13,Walk
0.082,0.254,1.03,Walk
0.137,0.203,0.871,Walk
0.238,0.184,1.22,Walk
0.32,0.109,1.44,Walk
0.348,-0.051,0.984,Walk
0.258,-0.031,1.03,Walk
0.145,0.043,1.14,Walk
0.043,0.125,1.28,Walk
0.066,0.117,1.22,Walk
0.141,0.063,1.21,Walk
0.25,0.059,1.18,Walk
0.305,0.074,1.13,Walk
0.305,0.059,1.07,Walk
0.27,-0.012,1.05,Walk
0.246,-0.082,1.08,Walk
0.125,-0.082,1.25,Walk
-0.016,-0.063,0.895,Walk
0.035,-0.059,0.93,Walk
0.164,0.02,1.08,Walk
0.289,0.063,1.22,Walk
0.395,0,1.25,Walk
0.383,-0.063,1.23,Walk
0.266,-0.031,1.12,Walk
0.125,0.02,1.05,Walk
0.023,-0.027,0.922,Walk
0.039,-0.02,1.32,Walk
0.191,0.133,1.2,Walk
0.324,0.02,0.887,Walk
0.156,0.078,1.15,Walk
-0.008,0.063,1.3,Walk
-0.109,0.047,1.3,Walk
-0.027,-0.039,1.26,Walk
0.145,-0.141,1.26,Walk
0.285,-0.086,1.19,Walk
0.305,0.055,1.09,Walk
0.199,0.156,1.02,Walk
0.168,0.125,0.953,Walk
-0.008,0.066,0.898,Walk
-0.094,0.063,1.16,Walk
0.027,-0.023,0.98,Walk
0.254,0.031,1.52,Walk
0.414,-0.023,1.4,Walk
0.453,-0.113,1.3,Walk
0.324,-0.094,1.16,Walk
0.215,-0.031,1.16,Walk
0.102,0.023,1.05,Walk
-0.098,0.047,0.895,Walk
-0.098,-0.031,0.809,Walk
0.172,0.047,1.2,Walk
0.461,-0.063,1.13,Walk
0.367,-0.043,0.918,Walk
0.285,-0.051,1.4,Walk
0.195,-0.105,1.34,Walk
0.109,-0.117,1.32,Walk
0.117,-0.02,1.22,Walk
0.172,0.082,1.2,Walk
0.223,0.094,1.07,Walk
0.285,-0.047,0.863,Walk
0.375,-0.207,0.863,Walk
0.164,-0.094,1.07,Walk
-0.051,-0.094,1.04,Walk
-0.117,-0.191,0.879,Walk
-0.031,-0.145,1.06,Walk
0.141,-0.039,1.5,Walk
0.281,0.035,1.34,Walk
0.336,0.094,1.17,Walk
0.313,0.094,1.13,Walk
0.199,0.047,1.04,Walk
0.023,-0.078,0.922,Walk
-0.086,-0.328,0.914,Walk
0.066,0,1.34,Walk
0.387,0.027,1.07,Walk
0.328,0.082,0.988,Walk
0.203,0.105,1.13,Walk
0.121,0.105,1.45,Walk
0.063,-0.027,1.27,Walk
0.09,-0.109,1.24,Walk
0.152,-0.004,1.17,Walk
0.188,0.082,1.15,Walk
0.234,0.102,1.04,Walk
0.25,0.031,0.879,Walk
0.23,-0.023,0.953,Walk
0.051,-0.055,0.93,Walk
-0.121,-0.051,1.25,Walk
-0.027,-0.227,0.855,Walk
0.164,-0.043,1.38,Walk
0.281,0.109,1.47,Walk
0.402,0.039,1.32,Walk
0.352,0.023,1.18,Walk
0.238,0.027,1.14,Walk
0.082,0.027,1.05,Walk
-0.109,-0.117,0.852,Walk
-0.066,-0.133,0.98,Walk
0.176,0.117,1.3,Walk
0.43,0.008,0.961,Walk
0.367,0.016,0.938,Walk
0.262,0.016,1.53,Walk
0.152,-0.129,1.39,Walk
0.031,-0.145,1.28,Walk
0.035,-0.012,1.18,Walk
0.094,0.074,1.11,Walk
0.195,0.098,0.977,Walk
0.336,0.008,0.785,Walk
0.414,-0.18,1.01,Walk
0.148,-0.16,1.28,Walk
-0.086,-0.27,0.844,Walk
0.012,-0.211,1,Walk
0.141,-0.023,1.44,Walk
0.277,-0.043,1.33,Walk
0.434,-0.16,1.22,Walk
0.355,-0.145,1.12,Walk
0.23,-0.063,1.07,Walk
0.113,0.004,1.01,Walk
0.047,-0.09,0.824,Walk
0.078,-0.16,1.03,Walk
0.27,-0.02,1.31,Walk
0.398,-0.098,0.855,Walk
0.246,-0.027,1,Walk
0.09,-0.047,1.62,Walk
-0.035,-0.18,1.28,Walk
-0.039,-0.156,1.23,Walk
0.098,-0.059,1.15,Walk
0.188,0.039,1.03,Walk
0.254,0.07,0.836,Walk
0.328,-0.02,0.945,Walk
0.273,-0.023,1.36,Walk
-0.027,-0.012,0.969,Walk
0.016,-0.105,0.992,Walk
0.18,0.004,1.46,Walk
0.305,-0.039,1.38,Walk
0.348,-0.16,1.28,Walk
0.254,-0.098,1.19,Walk
0.184,0,1.1,Walk
0.109,0.07,0.977,Walk
0.031,0.016,0.879,Walk
-0.012,0.086,0.953,Walk
0.277,0.063,1.32,Walk
0.383,-0.063,0.98,Walk
0.199,-0.133,0.988,Walk
0.105,-0.145,1.55,Walk
0.035,-0.164,1.36,Walk
0.055,-0.137,1.27,Walk
0.164,-0.043,1.18,Walk
0.23,0.043,1.06,Walk
0.273,0.055,0.813,Walk
0.301,-0.047,0.867,Walk
0.18,-0.07,1.08,Walk
-0.078,-0.059,1.18,Walk
-0.016,-0.242,0.832,Walk
0.211,-0.164,1.47,Walk
0.293,-0.109,1.4,Walk
0.332,-0.07,1.22,Walk
0.289,-0.039,1.1,Walk
0.191,0.016,1.05,Walk
0.078,0.023,0.918,Walk
0.016,-0.191,0.961,Walk
0.051,-0.082,1.32,Walk
0.34,-0.07,1.02,Walk
0.324,-0.012,0.777,Walk
0.219,0.047,1.46,Walk
0.098,-0.102,1.35,Walk
0.02,-0.227,1.28,Walk
0.098,-0.199,1.26,Walk
0.176,-0.055,1.13,Walk
0.23,0.055,1.07,Walk
0.262,0.031,0.793,Walk
0.352,-0.129,0.887,Walk
0.156,-0.094,1.18,Walk
-0.082,-0.113,1.15,Walk
-0.027,-0.133,0.934,Walk
0.18,-0.063,1.38,Walk
0.313,-0.098,1.33,Walk
0.383,-0.152,1.21,Walk
0.313,-0.145,1.17,Walk
0.199,-0.031,1.09,Walk
0.117,0.063,1.01,Walk
0.055,0.02,0.891,Walk
0.09,0.066,1.27,Walk
0.289,-0.023,1.3,Walk
0.355,-0.117,0.789,Walk
0.223,-0.035,1.18,Walk
0.113,-0.012,1.31,Walk
0.027,-0.051,1.22,Walk
0.074,-0.23,1.24,Walk
0.25,-0.316,1.26,Walk
0.324,-0.145,1.29,Walk
0.297,-0.031,1.17,Walk
0.324,-0.02,0.953,Walk
0.219,-0.016,0.711,Walk
0.184,-0.117,0.844,Walk
-0.043,-0.148,1.1,Walk
-0.172,-0.34,1.25,Walk
0.098,-0.379,0.859,Walk
0.254,-0.039,1.3,Walk
0.344,0.023,1.42,Walk
0.43,-0.18,1.23,Walk
0.34,-0.246,1.19,Walk
0.199,-0.156,1.13,Walk
0.059,-0.023,1.03,Walk
0.078,-0.117,0.965,Walk
0.02,0.148,1.24,Walk
0.215,0.082,0.926,Walk
0.301,-0.004,0.836,Walk
0.137,-0.023,1.46,Walk
-0.016,-0.242,1.41,Walk
0.02,-0.355,1.4,Walk
0.273,-0.363,1.27,Walk
0.316,-0.109,1.21,Walk
0.195,0.109,0.98,Walk
0.191,0.16,0.711,Walk
0.32,0.031,0.918,Walk
0.039,0.039,1.27,Walk
-0.086,-0.258,1.12,Walk
0.133,-0.383,0.922,Walk
0.285,-0.164,1.4,Walk
0.352,-0.086,1.22,Walk
0.328,-0.199,1.18,Walk
0.156,-0.207,1.28,Walk
0.145,-0.137,1.16,Walk
0.078,0.031,1.07,Walk
0.059,0.031,0.813,Walk
0.082,0.055,1.02,Walk
0.355,-0.078,1.37,Walk
0.34,-0.141,0.914,Walk
0.176,-0.02,1.03,Walk
0.09,0,1.3,Walk
-0.031,-0.059,1.19,Walk
-0.07,-0.168,1.28,Walk
0.148,-0.402,1.32,Walk
0.344,-0.34,1.27,Walk
0.305,-0.047,1.23,Walk
0.137,0.125,0.98,Walk
0.09,0.105,1.09,Walk
0.105,0.074,1.1,Walk
-0.086,0.039,0.871,Walk
0.039,-0.07,0.988,Walk
0.355,-0.18,1.27,Walk
0.422,-0.289,1.19,Walk
0.316,-0.34,1.27,Walk
0.117,-0.359,1.3,Walk
0.012,-0.172,1.21,Walk
0.016,0.031,1.12,Walk
0.004,0.105,0.855,Walk
0.125,-0.031,0.867,Walk
0.309,-0.09,1.01,Walk
0.609,-0.285,1.2,Walk
0.223,-0.219,0.879,Walk
0.023,-0.113,1.52,Walk
-0.129,-0.211,1.45,Walk
-0.227,-0.16,1.19,Walk
-0.031,-0.172,1.13,Walk
0.16,-0.148,1.07,Walk
0.211,-0.148,0.824,Walk
0.234,-0.234,1.06,Walk
0.203,0.012,1.11,Walk
-0.059,0.156,1.04,Walk
0.078,0.039,1.12,Walk
0.398,-0.211,1.56,Walk
0.395,-0.293,1.32,Walk
0.234,-0.113,1.24,Walk
0.148,0.031,1.18,Walk
0.043,0.086,1.04,Walk
-0.117,0.027,0.816,Walk
-0.121,-0.113,0.73,Walk
0.176,0.008,1,Walk
0.48,0.039,1.3,Walk
0.516,-0.133,1.03,Walk
0.313,-0.281,1.66,Walk
0.059,-0.168,1.4,Walk
-0.086,0.012,1.25,Walk
-0.098,0.078,1.1,Walk
0.063,0.051,0.93,Walk
0.188,-0.164,0.766,Walk
0.375,-0.301,0.547,Walk
0.094,-0.004,1.11,Walk
-0.07,0.02,1.24,Walk
0.09,-0.109,1.26,Walk
0.285,-0.102,1.48,Walk
0.402,-0.066,1.33,Walk
0.359,0.016,1.16,Walk
0.254,0.035,1.07,Walk
0.105,-0.004,0.973,Walk
-0.02,-0.234,0.836,Walk
-0.008,0.023,1.28,Walk
0.254,0.078,1.11,Walk
0.301,0.051,0.848,Walk
0.246,0.086,1.4,Walk
0.141,-0.004,1.41,Walk
0.055,-0.09,1.31,Walk
0.02,-0.004,1.21,Walk
0.078,0.086,1.19,Walk
0.148,0.133,1.01,Walk
0.203,0.07,0.801,Walk
0.305,-0.082,0.949,Walk
0.219,-0.078,1.09,Walk
-0.016,-0.039,1.16,Walk
-0.027,-0.113,0.902,Walk
0.148,-0.055,1.49,Walk
0.234,-0.066,1.38,Walk
0.328,-0.078,1.27,Walk
0.309,-0.047,1.18,Walk
0.238,-0.016,1.18,Walk
0.031,-0.016,1.15,Walk
-0.152,-0.211,0.871,Walk
-0.039,-0.129,0.887,Walk
0.277,-0.055,0.613,Walk
0.547,-0.133,1.05,Walk
0.652,-0.219,1.26,Walk
0.289,-0.129,1.09,Walk
0.133,-0.148,1.78,Walk
-0.164,-0.023,1.47,Walk
-0.207,-0.031,1.17,Walk
0.059,-0.281,1.11,Walk
0.371,-0.453,0.992,Walk
0.461,-0.438,0.848,Walk
0.301,-0.035,0.672,Walk
-0.02,0.105,0.938,Walk
-0.199,-0.027,1.16,Walk
0.02,-0.332,1.41,Walk
0.277,-0.277,1.59,Walk
0.383,-0.055,1.31,Walk
0.355,0.047,1.12,Walk
0.305,-0.004,1.05,Walk
0.113,-0.113,0.926,Walk
-0.109,-0.438,0.711,Walk
-0.059,-0.168,0.719,Walk
0.297,0.102,1.42,Walk
0.438,0,0.918,Walk
0.332,-0.125,1.1,Walk
0.191,-0.285,1.64,Walk
0.004,-0.152,1.37,Walk
-0.039,-0.02,1.18,Walk
-0.004,0.023,1.15,Walk
0.102,0.004,0.969,Walk
0.262,-0.203,0.809,Walk
0.313,-0.18,0.793,Walk
0.09,0.023,0.996,Walk
-0.027,0.066,1.4,Walk
0.035,-0.082,0.957,Walk
0.223,-0.148,1.45,Walk
0.324,-0.215,1.34,Walk
0.367,-0.18,1.25,Walk
0.281,-0.07,1.13,Walk
0.184,-0.008,1.12,Walk
-0.047,-0.027,0.961,Walk
-0.172,-0.348,0.793,Walk
-0.016,-0.012,1.15,Walk
0.469,0.023,1.25,Walk
0.613,-0.188,0.855,Walk
0.238,-0.055,0.844,Walk
0.148,0.055,1.38,Walk
0.027,0.023,1.55,Walk
-0.078,-0.098,1.34,Walk
0.027,-0.156,1.28,Walk
0.141,-0.043,1.23,Walk
0.207,0.031,1.15,Walk
0.293,0.031,0.949,Walk
0.352,-0.098,0.832,Walk
0.246,-0.027,0.816,Walk
0.047,-0.039,1.06,Walk
-0.098,-0.141,1.27,Walk
-0.012,-0.172,0.887,Walk
0.18,-0.016,1.37,Walk
0.32,0.02,1.41,Walk
0.418,-0.133,1.31,Walk
