Axis1,Axis2,Axis3,label_name
-1,0.07,0.285,grazing
-1.07,0.109,0.422,grazing
-1,0.203,0.52,grazing
-0.172,0.035,0.418,grazing
-0.73,-0.156,1.08,grazing
-1.58,-1.74,0.434,grazing
-1.23,-0.27,0.465,grazing
-0.699,0.23,0.359,grazing
-0.254,0.488,0.23,grazing
-0.488,0.805,0.488,grazing
-1.06,-0.242,0.156,grazing
-0.563,-0.23,0.227,grazing
-0.605,-0.223,0.25,grazing
-0.68,0.031,0.25,grazing
-0.91,0.059,0.203,grazing
-1.16,0.168,0.191,grazing
-1.01,0.301,0.387,grazing
-0.383,0.129,0.375,grazing
-1.07,-0.324,0.898,grazing
-1.84,-1.73,0.469,grazing
-1.03,-0.215,0.273,grazing
-0.223,0.367,0.039,grazing
-0.258,0.609,0.18,grazing
-0.504,0.574,0.414,grazing
-0.992,-0.176,0.324,grazing
-0.715,-0.363,0.145,grazing
-0.645,-0.309,0.281,grazing
-0.809,0.082,0.238,grazing
-0.98,0.059,0.188,grazing
-1.02,0.145,0.164,grazing
-0.762,0.23,0.328,grazing
-0.375,0.113,0.348,grazing
-0.867,-0.23,0.523,grazing
-2.07,-1.63,0.27,grazing
-1.07,-0.242,0.348,grazing
-0.336,0.477,-0.02,grazing
-0.023,0.484,0.141,grazing
-0.574,0.734,0.336,grazing
-1.23,-0.605,0.168,grazing
-0.672,-0.391,0.301,grazing
-0.828,-0.293,0.238,grazing
-0.758,-0.055,0.258,grazing
-0.859,0.18,0.254,grazing
-0.836,0.113,0.43,grazing
-0.758,-0.012,0.398,grazing
-0.68,-0.098,0.418,grazing
-1.08,-0.801,0.531,grazing
-1.24,-0.391,0.43,grazing
-0.996,-0.137,0.406,grazing
-0.594,0.176,0.25,grazing
-0.387,0.367,0.293,grazing
-0.906,0.082,0.16,grazing
-0.707,-0.07,0.414,grazing
-0.586,-0.223,0.262,grazing
-0.547,-0.016,0.418,grazing
-1.08,-0.035,0.23,grazing
-0.977,0.008,0.434,grazing
-1.03,-0.035,0.496,grazing
-0.348,-0.285,0.277,grazing
-0.887,-0.336,0.766,grazing
-1.49,-0.91,0.574,grazing
-1.23,-0.219,0.445,grazing
-0.824,0.039,0.164,grazing
-0.594,0.484,0.262,grazing
-0.422,0.648,0.137,grazing
-0.402,0.273,0.117,grazing
-0.379,-0.238,-0.059,grazing
-0.676,-0.168,-0.004,grazing
-0.59,0.008,0.273,grazing
-1.01,0.188,0.258,grazing
-1.06,0.172,0.215,grazing
-0.898,0.145,0.301,grazing
-1.02,-0.07,0.297,grazing
-1.13,-0.113,0.242,grazing
-1,-0.133,0.344,grazing
-0.93,0,0.074,grazing
-0.535,0.195,0.164,grazing
-0.504,-0.164,0.035,grazing
-0.656,-0.152,0.199,grazing
-0.676,-0.113,0.309,grazing
-0.781,0.039,0.395,grazing
-1.03,0.102,0.391,grazing
-0.922,0.133,0.352,grazing
-0.84,-0.008,0.348,grazing
-0.828,-0.109,0.316,grazing
-0.848,-0.324,0.391,grazing
-0.742,0.027,0.348,grazing
-0.883,0.031,0.203,grazing
-0.773,-0.027,0.293,grazing
-0.793,0.129,0.34,grazing
-0.672,-0.066,0.285,grazing
-0.703,0.027,0.313,grazing
-0.918,0.098,0.316,grazing
-0.863,0.059,0.465,grazing
-0.793,-0.324,0.434,grazing
-0.516,-0.477,0.469,grazing
-1.61,-0.238,0.73,grazing
-1.01,-0.285,0.43,grazing
-0.906,0.164,0.293,grazing
-0.641,0.07,0.336,grazing
-0.309,0.008,0.367,grazing
-0.641,-0.281,0.203,grazing
-0.898,-0.094,0.273,grazing
-0.594,-0.004,0.512,grazing
-0.883,0.012,0.211,grazing
-0.672,-0.102,0.293,grazing
-0.867,-0.133,0.32,grazing
-1.04,-0.078,0.371,grazing
-1.02,-0.055,0.379,grazing
-1.11,-0.242,0.262,grazing
-0.84,0.137,0.289,grazing
-0.41,-0.172,0.164,grazing
-0.77,0.129,0.301,grazing
-1.07,0.113,0.25,grazing
-0.586,0.023,0.156,grazing
-0.563,0.219,0.316,grazing
-0.637,0.305,0.258,grazing
-0.926,0.004,0.117,grazing
-0.852,0.105,0.195,grazing
-0.852,0.094,0.387,grazing
-0.715,-0.148,0.207,grazing
-0.844,-0.051,0.344,grazing
-1,-0.07,0.238,grazing
-0.891,0.035,0.297,grazing
-0.781,0.039,0.441,grazing
-1.21,-0.375,0.41,grazing
-1.07,-0.023,0.367,grazing
-0.184,-0.414,0.242,grazing
-0.758,-0.137,0.609,grazing
-0.926,-0.117,0.457,grazing
-1.09,0.188,0.461,grazing
-0.953,0.227,0.465,grazing
-0.734,-0.055,0.336,grazing
-0.512,-0.094,0.387,grazing
-0.66,-0.023,0.246,grazing
-0.867,0.086,0.281,grazing
-0.703,0.023,0.449,grazing
-0.75,-0.063,0.32,grazing
-0.605,-0.141,0.371,grazing
-0.914,0.02,0.434,grazing
-1.1,0.031,0.395,grazing
-0.91,-0.203,0.48,grazing
-0.668,-0.535,0.313,grazing
-0.621,-0.215,0.578,grazing
-1.3,-0.066,0.469,grazing
-1.07,-0.273,0.363,grazing
-0.871,0.09,0.285,grazing
-0.414,-0.16,0.125,grazing
-0.418,-0.313,0.371,grazing
-0.938,0.059,0.313,grazing
-0.621,-0.07,0.313,grazing
-0.758,0.133,0.277,grazing
-0.914,0.211,0.195,grazing
-0.801,0.309,0.402,grazing
-0.668,-0.109,0.258,grazing
-0.617,-0.078,0.344,grazing
-1.02,-0.023,0.309,grazing
-1.02,0.047,0.383,grazing
-0.82,-0.246,0.488,grazing
-0.797,-0.758,0.281,grazing
-1.25,0.055,0.66,grazing
-1.11,-0.039,0.23,grazing
-0.828,0.164,0.387,grazing
-0.457,0.207,0.203,grazing
-0.309,-0.602,0.309,grazing
-0.77,0.094,0.332,grazing
-0.934,0.094,0.316,grazing
-0.672,0.199,0.305,grazing
-0.863,0.074,0.191,grazing
-0.93,0.043,0.242,grazing
-0.863,0.016,0.246,grazing
-0.781,-0.086,0.402,grazing
-0.887,-0.035,0.285,grazing
-0.797,0.105,0.309,grazing
-0.762,0.125,0.309,grazing
-0.852,-0.023,0.258,grazing
-0.934,-0.387,0.293,grazing
-0.699,-0.137,0.238,grazing
-0.777,0.105,0.355,grazing
-1.05,0.082,0.152,grazing
-0.781,0.031,0.41,grazing
-0.777,0,0.211,grazing
-0.523,-0.387,0.145,grazing
-1.17,0.063,0.246,grazing
-1.07,-0.223,0.34,grazing
-0.73,-0.117,0.176,grazing
-0.703,-0.098,0.391,grazing
-0.656,-0.043,0.242,grazing
-0.688,-0.176,0.262,grazing
-0.867,-0.039,0.184,grazing
-0.734,0.016,0.387,grazing
-0.652,0.004,0.219,grazing
-0.699,0.063,0.305,grazing
-0.938,-0.023,0.234,grazing
-0.98,0.004,0.332,grazing
-1.15,-0.043,0.402,grazing
-1.16,-0.125,0.316,grazing
-0.988,0.121,0.219,grazing
-0.254,-0.25,0.148,grazing
-0.645,-0.172,0.289,grazing
-0.992,0.332,0.531,grazing
-0.844,0.211,0.238,grazing
-0.762,0.211,0.152,grazing
-0.527,0.266,0.461,grazing
-0.84,0.094,0.25,grazing
-1.02,0.059,0.445,grazing
-0.98,-0.258,0.238,grazing
-0.828,0.16,0.227,grazing
-0.836,0.152,0.324,grazing
-0.859,0.344,0.168,grazing
-0.586,-0.234,0.102,grazing
-0.918,0.125,0.426,grazing
-1.1,0.301,0.324,grazing
-0.715,-0.23,0.348,grazing
-0.98,0.137,0.426,grazing
-0.77,-0.277,0.387,grazing
-0.57,-0.297,0.344,grazing
-0.742,0.121,0.242,grazing
-0.977,0.09,0.227,grazing
-0.762,0.152,0.387,grazing
-0.711,0.125,0.41,grazing
-0.82,0.02,0.363,grazing
-0.813,0.008,0.363,grazing
-0.863,-0.023,0.355,grazing
-0.852,-0.051,0.367,grazing
-0.813,-0.227,0.266,grazing
-0.645,-0.039,0.445,grazing
-0.703,-0.148,0.32,grazing
-0.762,-0.125,0.203,grazing
-0.742,0.02,0.234,grazing
-0.723,-0.023,0.203,grazing
-0.68,-0.152,0.305,grazing
-0.734,-0.27,0.203,grazing
-0.75,-0.066,0.316,grazing
-0.949,-0.008,0.281,grazing
-1.01,-0.094,0.297,grazing
-1.05,-0.074,0.172,grazing
-0.785,-0.012,0.211,grazing
-0.648,0,0.16,grazing
-0.641,0.133,0.258,grazing
-0.91,-0.207,0.16,grazing
-0.84,-0.156,0.133,grazing
-0.781,-0.09,0.145,grazing
-0.84,0.152,0.184,grazing
-0.992,0.195,0.211,grazing
-0.863,-0.023,0.301,grazing
-0.41,0.02,0.176,grazing
-0.969,-0.035,0.691,grazing
-1.32,-0.656,0.375,grazing
-1.23,-0.141,0.281,grazing
-0.898,0.219,0.219,grazing
-0.59,0.352,0.223,grazing
-0.5,0.234,0.219,grazing
-0.531,0.156,0.242,grazing
-0.813,0.141,0.258,grazing
-0.93,0.113,0.258,grazing
-0.895,0.098,0.391,grazing
-0.816,0.125,0.289,grazing
-0.719,0.285,0.313,grazing
-0.863,0.297,0.234,grazing
-0.582,0.133,0.43,grazing
-0.91,0.117,0.309,grazing
-0.863,0.191,0.375,grazing
-0.938,0.215,0.305,grazing
-0.789,0.172,0.375,grazing
-0.684,0.367,0.32,grazing
-0.699,0.078,0.52,grazing
-1.17,-0.535,0.352,grazing
-1.06,-0.422,0.289,grazing
-0.879,0.18,0.352,grazing
-0.672,0.387,0.332,grazing
-0.492,0.371,0.32,grazing
-0.773,0.359,0.309,grazing
-0.809,-0.391,0.301,grazing
-0.973,-0.32,0.262,grazing
-0.762,-0.25,0.484,grazing
-0.945,-0.148,0.359,grazing
-0.758,-0.074,0.328,grazing
-0.629,-0.055,0.32,grazing
-0.695,-0.016,0.371,grazing
-0.898,-0.102,0.332,grazing
-0.879,-0.047,0.512,grazing
-0.805,0.121,0.34,grazing
-0.805,0.121,0.273,grazing
-0.781,0.125,0.176,grazing
-0.762,0.102,0.344,grazing
-0.656,0.012,0.277,grazing
-0.836,0.031,0.293,grazing
-1.11,0.211,0.336,grazing
-0.902,-0.016,0.348,grazing
-0.582,-0.258,0.262,grazing
-0.984,0.055,0.344,grazing
-1,-0.195,0.371,grazing
-0.918,-0.066,0.41,grazing
-0.926,0.113,0.438,grazing
-0.836,0.215,0.371,grazing
-0.574,-0.016,0.391,grazing
-0.32,-0.238,0.453,grazing
-0.922,0.172,0.594,grazing
-0.914,-0.156,0.441,grazing
-0.73,-0.113,0.434,grazing
-0.66,0.023,0.441,grazing
-0.746,0.098,0.445,grazing
-0.859,0.066,0.391,grazing
-0.793,-0.043,0.418,grazing
-0.863,-0.105,0.438,grazing
-0.918,-0.152,0.383,grazing
-0.625,-0.02,0.492,grazing
-0.578,0.117,0.406,grazing
-0.762,0.102,0.375,grazing
-0.73,0.176,0.609,grazing
-0.727,-0.117,0.477,grazing
-0.586,0.082,0.523,grazing
-1,0.094,0.422,grazing
-0.879,-0.004,0.523,grazing
-1,-0.309,0.551,grazing
-0.777,-0.379,0.488,grazing
-1.18,-0.531,0.566,grazing
-1.15,-0.578,0.441,grazing
-0.52,-0.035,0.234,grazing
-0.277,0.133,0.395,grazing
-0.652,0.441,0.441,grazing
-1.13,0.074,0.156,grazing
-0.508,0.004,0.297,grazing
-0.668,-0.227,0.242,grazing
-0.559,-0.129,0.305,grazing
-0.98,-0.207,0.203,grazing
-0.789,-0.328,0.332,grazing
-1.08,-0.227,0.426,grazing
-1.56,-0.516,0.383,grazing
-1.05,-0.055,0.477,grazing
-0.637,0.293,0.016,grazing
-0.004,0.027,-0.168,grazing
-0.211,0.242,0.035,grazing
-0.91,0.285,0.285,grazing
-1.22,-0.086,0.086,grazing
-0.883,0.023,0.129,grazing
-0.82,0.227,0.27,grazing
-0.668,0.004,0.105,grazing
-0.777,0.141,0.094,grazing
-0.988,0.105,0.02,grazing
-0.742,0.031,0.262,grazing
-0.496,-0.281,0.059,grazing
-0.949,-0.094,0.293,grazing
-1.16,-0.328,0.441,grazing
-1.16,-0.082,0.289,grazing
-0.879,0.059,0.301,grazing
-0.711,0.273,0.461,grazing
-0.594,0.125,0.281,grazing
-0.832,-0.109,0.086,grazing
-0.523,-0.027,0.449,grazing
-0.906,0.098,0.211,grazing
-0.672,0.152,0.348,grazing
-0.797,0.156,0.301,grazing
-0.746,-0.008,0.414,grazing
-1.03,-0.379,0.219,grazing
-1.03,-0.047,0.418,grazing
-0.832,0.273,0.348,grazing
-0.734,0.004,0.426,grazing
-0.871,-0.063,0.57,grazing
-0.992,-0.313,0.457,grazing
-0.629,-0.168,0.445,grazing
-0.684,0.051,0.344,grazing
-0.781,0.199,0.203,grazing
-0.586,0.152,0.363,grazing
-0.84,0.188,0.309,grazing
-0.645,0.137,0.383,grazing
-0.816,0.152,0.32,grazing
-0.949,0.227,0.367,grazing
-0.789,-0.027,0.52,grazing
-0.777,-0.398,0.5,grazing
-0.773,-0.27,0.418,grazing
-0.859,0.063,0.539,grazing
-0.809,0.105,0.559,grazing
-0.855,0.094,0.551,grazing
-0.879,-0.004,0.633,grazing
-0.879,-0.094,0.605,grazing
-0.582,-0.242,0.43,grazing
-0.82,0.035,0.246,grazing
-0.586,0.199,0.621,grazing
-0.715,0.195,0.34,grazing
-0.449,0.121,0.469,grazing
-0.781,0.301,0.473,grazing
-1.03,0.199,0.5,grazing
-0.961,0.039,0.551,grazing
-0.449,-0.406,0.543,grazing
-0.891,-0.078,0.645,grazing
-1.25,-0.313,0.484,grazing
-1.07,-0.227,0.41,grazing
-0.691,0.027,0.551,grazing
-0.594,0.078,0.496,grazing
-0.457,0.16,0.523,grazing
-0.781,-0.012,0.273,grazing
-0.566,-0.039,0.41,grazing
-0.82,0.055,0.453,grazing
-0.586,-0.023,0.488,grazing
-0.641,0.109,0.52,grazing
-1.26,0.082,0.367,grazing
-0.762,-0.141,0.563,grazing
-0.941,-0.207,0.395,grazing
-0.543,-0.141,0.488,grazing
-0.859,0.219,0.492,grazing
-0.867,0.063,0.359,grazing
-0.703,-0.031,0.574,grazing
-0.375,-0.23,0.383,grazing
-0.836,-0.105,0.625,grazing
-1.38,-0.664,0.418,grazing
-1.02,-0.402,0.504,grazing
-0.66,-0.227,0.484,grazing
-0.574,0.648,0.527,grazing
-0.711,-0.023,0.137,grazing
-0.711,0.172,0.078,grazing
-0.594,0.09,0.359,grazing
-0.637,0.02,0.344,grazing
-0.914,-0.008,0.398,grazing
-1.17,-0.191,0.199,grazing
-0.488,-0.367,0.543,grazing
-0.441,-0.258,0.223,grazing
-0.832,0.004,0.699,grazing
-1.09,-0.398,0.512,grazing
-1.08,-0.223,0.426,grazing
-0.832,-0.277,0.609,grazing
-0.824,-0.074,0.277,grazing
-0.355,-0.063,0.457,grazing
-0.59,-0.008,0.18,grazing
-0.664,0.191,0.406,grazing
-0.895,0.156,0.375,grazing
-0.672,-0.094,0.406,grazing
-0.746,0.004,0.434,grazing
-1.19,0.102,0.402,grazing
-0.801,-0.09,0.43,grazing
-0.566,-0.402,0.223,grazing
-0.621,0.383,0.457,grazing
-0.949,-0.238,0.551,grazing
-0.973,-0.473,0.594,grazing
-0.887,-0.395,0.699,grazing
-0.816,-0.492,0.602,grazing
-0.48,-0.133,0.563,grazing
-0.457,0.023,0.504,grazing
-0.695,0.016,0.348,grazing
-0.906,0.016,0.375,grazing
-0.555,-0.012,0.637,grazing
-0.703,-0.215,0.563,grazing
-0.852,-0.316,0.578,grazing
-0.68,-0.113,0.449,grazing
-0.82,-0.043,0.426,grazing
-0.824,-0.199,0.551,grazing
-0.684,0.055,0.305,grazing
-0.68,0.082,0.449,grazing
-0.957,0.02,0.402,grazing
-0.863,-0.262,0.426,grazing
-0.641,-0.699,0.238,grazing
-0.762,-0.121,0.637,grazing
-1.23,-0.434,0.484,grazing
-0.93,-0.457,0.297,grazing
-0.629,-0.211,0.367,grazing
-0.629,0.16,0.238,grazing
-0.586,-0.027,0.082,grazing
-0.492,0.012,0.055,grazing
-0.703,0.086,0.363,grazing
-0.75,-0.094,0.305,grazing
-0.828,-0.113,0.313,grazing
-1.09,-0.133,0.25,grazing
-0.586,-0.461,0.305,grazing
-0.652,-0.238,0.168,grazing
-1.06,0.137,0.426,grazing
-0.891,-0.129,0.453,grazing
-0.844,-0.504,0.418,grazing
-0.922,-0.219,0.617,grazing
-1.01,-0.215,0.328,grazing
-0.34,-0.074,0.449,grazing
-0.531,-0.102,0.203,grazing
-0.848,0.18,0.227,grazing
-0.734,0.273,0.418,grazing
-0.715,-0.016,0.289,grazing
-0.715,0.047,0.402,grazing
-0.957,0.125,0.316,grazing
-0.973,0.07,0.473,grazing
-0.84,-0.313,0.348,grazing
-0.785,-0.359,0.352,grazing
-0.844,0.18,0.504,grazing
-0.887,0.184,0.492,grazing
-0.801,-0.156,0.496,grazing
-0.859,0.023,0.66,grazing
-0.797,-0.148,0.457,grazing
-0.445,-0.117,0.453,grazing
-0.629,-0.047,0.27,grazing
-0.969,0.031,0.277,grazing
-0.613,0.094,0.465,grazing
-0.754,0.313,0.484,grazing
-0.867,0.195,0.402,grazing
-0.758,0.168,0.453,grazing
-0.648,-0.156,0.426,grazing
-0.801,-0.355,0.371,grazing
-1,-0.117,0.613,grazing
-0.793,0.066,0.543,grazing
-0.789,0.086,0.523,grazing
-0.848,0.09,0.703,grazing
-0.82,-0.027,0.504,grazing
-0.52,-0.133,0.555,grazing
-0.727,-0.031,0.469,grazing
-0.766,0.129,0.391,grazing
-1.02,0.02,0.266,grazing
-0.535,0.125,0.59,grazing
-0.711,0.172,0.563,grazing
-0.793,0.121,0.52,grazing
-0.758,0.121,0.574,grazing
-0.77,0.023,0.535,grazing
-0.637,-0.324,0.523,grazing
-0.934,-0.313,0.574,grazing
-0.867,0.113,0.559,grazing
-0.684,0.063,0.527,grazing
-0.898,-0.094,0.488,grazing
-0.75,0,0.684,grazing
-0.77,-0.168,0.5,grazing
-0.691,-0.031,0.566,grazing
-0.727,-0.07,0.449,grazing
-0.883,-0.066,0.398,grazing
-0.41,-0.016,0.762,grazing
-0.883,0.25,0.461,grazing
-0.723,0.234,0.469,grazing
-0.664,0.246,0.516,grazing
-0.801,-0.172,0.426,grazing
-0.793,0,0.469,grazing
-0.543,0.078,0.711,grazing
-0.625,0.199,0.566,grazing
-0.992,0.152,0.375,grazing
-0.699,0.098,0.504,grazing
-0.84,0.211,0.594,grazing
-0.758,-0.008,0.492,grazing
-0.719,0.07,0.504,grazing
-1.12,0.227,0.43,grazing
-0.754,0.078,0.57,grazing
-0.309,-0.32,0.496,grazing
-0.762,0.102,0.777,grazing
-1.34,-0.789,0.473,grazing
-1.12,-0.297,0.484,grazing
-0.785,-0.039,0.504,grazing
-0.617,0.156,0.344,grazing
-0.625,0.395,0.426,grazing
-0.668,-0.016,0.125,grazing
-0.453,0.188,0.508,grazing
-0.57,-0.063,0.367,grazing
-0.77,0.063,0.523,grazing
-1.11,-0.168,0.359,grazing
-0.801,-0.23,0.48,grazing
-0.707,-0.32,0.465,grazing
-0.602,-0.133,0.375,grazing
-0.762,0.066,0.543,grazing
-1.47,-0.402,0.457,grazing
-1,-0.359,0.211,grazing
-0.711,-0.105,0.336,grazing
-0.504,0.16,0.227,grazing
-0.508,0.012,0.199,grazing
-0.773,0.02,0.133,grazing
-0.641,0.105,0.539,grazing
-0.781,-0.055,0.473,grazing
-0.813,0.039,0.488,grazing
-0.93,0.027,0.461,grazing
-0.898,-0.074,0.621,grazing
-0.582,-0.199,0.543,grazing
-0.414,-0.199,0.758,grazing
-1.43,-0.93,0.578,grazing
-1.09,-0.426,0.434,grazing
-0.801,0.191,0.336,grazing
-0.824,0.598,0.273,grazing
-0.824,0.543,0.387,grazing
-0.723,0.121,0.348,grazing
-0.68,0.023,0.336,grazing
-0.41,0.098,0.344,grazing
-0.668,0.105,0.277,grazing
-0.785,0.25,0.148,grazing
-0.859,0.438,0.246,grazing
-0.875,0.645,0.398,grazing
-0.914,0.684,0.18,grazing
-0.719,0.594,0.324,grazing
-0.602,0.48,0.273,grazing
-0.754,0.391,0.309,grazing
-0.953,0.199,0.129,grazing
-0.902,0.32,0.129,grazing
-0.602,0.516,0.215,grazing
-0.359,0.395,0.297,grazing
-0.594,0.148,0.113,grazing
-1.04,0.152,0.07,grazing
-0.809,0.309,0.406,grazing
-1.12,0.504,0.234,grazing
-0.871,0.387,0.199,grazing
-0.688,0.277,0.242,grazing
-0.648,0.09,0.273,grazing
-0.691,0.055,0.34,grazing
-0.961,-0.02,0.273,grazing
-0.898,0.113,0.434,grazing
-0.727,0.457,0.371,grazing
-0.66,-0.102,0.332,grazing
-0.977,0.156,0.359,grazing
-0.988,0.156,0.445,grazing
-0.691,0.121,0.594,grazing
-0.953,0.25,0.387,grazing
-0.801,0.254,0.402,grazing
-0.672,0.23,0.355,grazing
-0.691,0.148,0.359,grazing
-0.746,-0.059,0.246,grazing
-0.566,0.09,0.469,grazing
-0.758,0.156,0.316,grazing
-1.21,0.313,0.273,grazing
-0.965,0.258,0.516,grazing
-0.531,0.109,0.48,grazing
-0.234,0.023,0.68,grazing
-1.21,-0.402,0.875,grazing
-1.79,-1.02,0.551,grazing
-1.09,-0.039,0.445,grazing
-0.68,0.191,0.383,grazing
-0.383,0.684,0.434,grazing
-0.422,0.281,0.219,grazing
-0.527,-0.121,0.359,grazing
-0.668,-0.137,0.285,grazing
-0.965,-0.09,0.227,grazing
-0.766,0.094,0.52,grazing
-1.02,0.07,0.34,grazing
-0.859,0.09,0.246,grazing
-0.668,0.188,0.27,grazing
-0.688,0.078,0.313,grazing
-0.742,-0.086,0.25,grazing
-0.711,-0.121,0.516,grazing
-0.676,0,0.34,grazing
-0.711,0.051,0.359,grazing
-0.902,-0.105,0.309,grazing
-1,-0.059,0.301,grazing
-0.832,0.105,0.355,grazing
-0.711,0.195,0.461,grazing
-0.953,0.141,0.391,grazing
-0.813,0.176,0.492,grazing
-0.598,-0.199,0.527,grazing
-0.676,-0.273,0.457,grazing
-0.988,-0.34,0.625,grazing
-1.19,-0.629,0.555,grazing
-0.945,-0.074,0.508,grazing
-0.703,0.266,0.523,grazing
-0.488,0.16,0.355,grazing
-0.547,0.301,0.469,grazing
-0.879,0.07,0.352,grazing
-0.645,-0.207,0.563,grazing
-0.57,-0.094,0.434,grazing
-0.543,0.09,0.477,grazing
-0.906,0.238,0.461,grazing
-0.961,0.078,0.613,grazing
-1.14,-0.145,0.617,grazing
-0.66,-0.445,0.492,grazing
-0.508,-0.234,0.605,grazing
-1.02,-0.5,0.543,grazing
-0.965,-0.258,0.539,grazing
-0.813,-0.051,0.473,grazing
-0.664,0.203,0.543,grazing
-0.633,0.176,0.395,grazing
-0.539,0.133,0.418,grazing
-0.664,-0.129,0.344,grazing
-0.945,-0.281,0.355,grazing
-0.695,-0.238,0.508,grazing
-0.863,-0.18,0.535,grazing
-0.836,-0.004,0.402,grazing
-0.734,0.156,0.32,grazing
-0.668,0.105,0.23,grazing
-0.59,0.031,0.305,grazing
-0.68,-0.305,0.242,grazing
-0.805,-0.02,0.465,grazing
-0.941,0.043,0.348,grazing
-0.98,-0.063,0.441,grazing
-1.02,-0.031,0.367,grazing
-0.855,-0.137,0.465,grazing
-0.371,-0.211,0.527,grazing
-0.379,-0.109,0.738,grazing
-1.53,-0.961,0.516,grazing
-1.17,-0.684,0.68,grazing
-0.664,-0.039,0.5,grazing
-0.559,0.328,0.414,grazing
-0.609,0.422,0.461,grazing
-0.539,0.16,0.324,grazing
-0.48,0.262,0.5,grazing
-0.516,0.371,0.324,grazing
-0.637,0.191,0.359,grazing
-0.883,-0.004,0.219,grazing
-0.813,0.164,0.465,grazing
-0.895,0.172,0.434,grazing
-1.06,0.262,0.414,grazing
-0.91,0.402,0.387,grazing
-0.664,0.344,0.363,grazing
-0.699,0.102,0.359,grazing
-0.859,-0.008,0.324,grazing
-1.03,-0.012,0.598,grazing
-1.11,0.051,0.449,grazing
-0.625,0.012,0.398,grazing
-0.859,-0.121,0.242,grazing
-0.828,-0.105,0.316,grazing
-0.688,0.125,0.34,grazing
-0.707,0.164,0.238,grazing
-0.676,0.121,0.215,grazing
-0.758,0.152,0.324,grazing
-0.969,0,0.328,grazing
-1,-0.277,0.305,grazing
-0.82,-0.391,0.246,grazing
-0.613,-0.016,0.273,grazing
-0.777,0.18,0.168,grazing
-0.734,0.254,0.117,grazing
-0.715,0.254,0.391,grazing
-0.762,0.023,0.27,grazing
-0.855,-0.059,0.293,grazing
-0.988,-0.023,0.301,grazing
-0.867,-0.297,0.402,grazing
-0.641,-0.438,0.301,grazing
-0.957,0.023,0.43,grazing
-1.04,-0.18,0.391,grazing
-0.941,-0.141,0.391,grazing
-0.891,-0.035,0.34,grazing
-0.906,-0.129,0.418,grazing
-0.898,0.035,0.285,grazing
-0.508,-0.145,0.277,grazing
-0.59,0.121,0.133,grazing
-0.695,0.207,0.051,grazing
-0.695,0.234,0.301,grazing
-0.766,0.008,0.191,grazing
-0.906,-0.082,0.285,grazing
-1.11,-0.191,0.18,grazing
-0.859,-0.02,0.207,grazing
-0.844,0.063,0.352,grazing
-1.2,-0.039,0.246,grazing
-0.934,0.199,0.258,grazing
-0.332,-0.027,0.32,grazing
-0.539,-0.25,0.375,grazing
-0.848,0.07,0.531,grazing
-0.77,-0.012,0.301,grazing
-0.852,0.254,0.332,grazing
-1.01,0.297,0.191,grazing
-0.684,0.277,0.578,grazing
-0.754,-0.023,0.313,grazing
-0.797,0.008,0.406,grazing
-0.84,0.164,0.414,grazing
-0.832,0.105,0.445,grazing
-0.734,-0.301,0.406,grazing
-1.23,-0.105,0.496,grazing
-0.926,0.113,0.418,grazing
-0.652,0.09,0.43,grazing
-0.68,0.184,0.418,grazing
-0.629,0.242,0.535,grazing
-1.02,-0.137,0.238,grazing
-0.719,0.016,0.453,grazing
-0.797,0.031,0.395,grazing
-0.633,0.008,0.391,grazing
-0.848,0.043,0.359,grazing
-0.961,-0.004,0.5,grazing
-0.781,-0.355,0.383,grazing
-0.73,-0.215,0.512,grazing
-1.23,0.34,0.535,grazing
-0.738,0.367,0.262,grazing
-0.906,0.395,0.395,grazing
-0.883,0.234,0.332,grazing
-0.461,-0.102,0.301,grazing
-0.5,-0.238,0.426,grazing
-0.789,0.027,0.48,grazing
-0.984,0.262,0.445,grazing
-0.918,0.344,0.242,grazing
-0.594,0.449,0.68,grazing
-0.691,0.281,0.336,grazing
-0.73,0.203,0.387,grazing
-0.945,0.344,0.402,grazing
-0.809,0.098,0.527,grazing
-0.953,-0.008,0.461,grazing
-0.809,-0.051,0.441,grazing
-0.941,0,0.484,grazing
-1.08,-0.055,0.391,grazing
-0.844,0.121,0.332,grazing
-0.676,0.363,0.301,grazing
-0.625,0.281,0.477,grazing
-0.609,-0.191,0.348,grazing
-0.617,0.074,0.418,grazing
-0.836,0.082,0.387,grazing
-0.926,0.105,0.324,grazing
-0.441,0.105,0.57,grazing
-0.805,0.242,0.598,grazing
-0.945,0.094,0.496,grazing
-0.805,0.141,0.535,grazing
-0.824,0.09,0.504,grazing
-0.805,0.012,0.453,grazing
-0.711,-0.109,0.625,grazing
-0.734,0.109,0.473,grazing
-0.797,0.156,0.453,grazing
-0.813,0.316,0.324,grazing
-0.707,0.262,0.504,grazing
-0.68,0.199,0.477,grazing
-0.859,0.043,0.441,grazing
-0.953,0.172,0.48,grazing
-0.766,0.035,0.543,grazing
-0.281,-0.398,0.559,grazing
-1.09,-0.074,0.816,grazing
-1.36,-0.547,0.477,grazing
-0.859,-0.117,0.324,grazing
-0.707,0.211,0.586,grazing
-0.461,0.219,0.453,grazing
-0.676,0.105,0.176,grazing
-0.586,0.195,0.23,grazing
-0.508,0.207,0.566,grazing
-0.617,0.055,0.469,grazing
-0.973,-0.039,0.465,grazing
